roadmap_item_id,product,hierarchy_level,parent_id,title,description,status,percent_complete,start_date,end_date,target_quarter,owner,stack_rank,prod_date_projected,old_prod_date_projected,customer_facing_date,source_system,source_key,source_file,theme,aop_goal,priority
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-19,GL Stream,Initiative,,Global E-invoice,E-Invoice GL Stream DB connector,Done,100,,,Q3,Rohit Khan,,1-Oct-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-19,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-20,GL Stream,Initiative,,Global E-invoice,Einv Sync support for other connectors - Building claude skills for quick connector build outs,Problem Solving,25,,,Q4,Rohit Khan,,Jan'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-20,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-21,GL Stream,Initiative,,Global - Einvoice,Performance/Latency/Load Testing for sync flow,Done,100,,,Q4,Rohit Khan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-21,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-22,GL Stream,Initiative,,One Integration,Mongo DB upgrade - Phase 1 (For FTP),Done,100,,,Q2,NA,,1-Sep-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-22,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Cost Saving,Reduce infra costs,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-23,GL Stream,Initiative,,One Integration,Mongo DB upgrade - Phase 2,Done,100,,,Q2,NA,,1-Sep-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-23,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Cost Saving,Reduce infra costs,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-24,GL Stream,Initiative,,One Integration,Enabling alerts to handle FTP failures - Phase 1,Done,100,,,Q2,Rohit Khan,,1-Sep-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-24,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-25,GL Stream,Initiative,,Global E-invoice / Prism,Multiplexing - Use case - Support single ERPs multiple workspaces & multi extraction config support in Prism,In Progress,40,,,Q4,Rohit Khan,,1-Feb-2026 31-March-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-25,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,capex,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-26,GL Stream,Initiative,,One Integration,"Activity Logs - Enhancement - Phase 1 (Guest Access, transformation error log)",Done,100,,,Q2,Aishwarya Viswanathan,,30-Aug-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-26,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-27,GL Stream,Initiative,,One Integration,Support for handling voluminous data extraction through offset and limits,Done,100,,,Q3,Aishwarya Viswanathan,,1-Dec-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-27,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-28,GL Stream,Initiative,,One Integration,Automated retries for ELT failure,In Progress,40,,,Q4,Abhay Goyal,,1-March-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-28,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-29,GL Stream,Initiative,,One Integration,Ingestion activity call backs moved to Queue Based to avoid false ingestion alerts,Done,100,,,Q4,Abhay Goyal,,Jan'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-29,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-30,GL Stream,Initiative,,One Integration,Data Transformation via SFTP for India and Malaysia,Done,100,,,Q4,Rohit Khan,,Jan'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-30,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-31,GL Stream,Initiative,,One Integration,Backfill solutioning for limit offset & migration strategy - Phase 2,In Progress,40,,,Q4,Aishwarya Viswanathan,,28-Feb-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-31,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-32,GL Stream,Initiative,,One Integration,Autonomous integration agent EA - AI reasoning for recons & leveraging AI to fix configs & models,Done,100,,,Q3,NA,,31-Jan-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-32,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Cost Saving,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-33,GL Stream,Initiative,,One Integration,Phase 2 - FTP alerts on new FTP architecture Validation failure visibility in SFTP and config management for FTP,Done,100,,,Q4,Rohit Khan,,,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-33,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-34,GL Stream,Initiative,,One Integration,Phase 2 - File Name convention support in Global SFTP,Done,100,,,Q4,Rohit Khan,,,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-34,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-35,GL Stream,Initiative,,One Integration,"Support Tools and Document closure (Retool for Config Creation, Speciification documents etc)",In Progress,40,,,Q4,Rohit Khan,,31-Mar-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-35,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-36,GL Stream,Initiative,,Global Recon,POC of new Global recon shape & validating the same with 10 customers,At Risk,25,,,Q4,Rohit Khan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-36,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-37,GL Stream,Initiative,,One Integration,Unit test cases & overall test coverages to 90%,Done,100,,,Q4,NA,,02-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-37,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,capex,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-38,GL Stream,Initiative,,One Integration,Advanced Ingestion API,Done,100,,,Q4,Rohit Khan,,1-Feb-2026,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-38,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Global Launch,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-39,GL Stream,Initiative,,One Integration,GL Stream Add-on for Tally,Deferred,25,,,,,,Oct '25,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-39,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Additional Revenue,Term Sheet,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-40,GL Stream,Initiative,,One Integration,Integrate Clear Invoicing with One Integration Layer - PayTm specific; Most of the changes needed on Clear Invoicing side,Deferred,25,,,Q4,Abhay Goyal,,,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-40,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-41,GL Stream,Initiative,,One Integration,Activity Logs - Enhancement - Phase 2 To address following issues 1. Multi-period backfill 2. Backfill should only with specific tables - this maybe needed for Prism,Problem Solving,25,,,Q4,Aishwarya Viswanathan,,,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-41,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-42,GL Stream,Initiative,,One Integration,E-Invoice via GL Stream for INDIA - SAP ECC/S4HANA,Deferred,25,,,,Rohit Khan,,30-Nov-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-42,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Cost Saving,Reduce infra costs,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-43,GL Stream,Initiative,,One Integration,"Ability to controls whitelisting, blacklisting document types, for filtering data - through parameterised inputs",To Do,40,,,Q4,Aishwarya Viswanathan,,,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-43,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-44,GL Stream,Initiative,,One Integration - Writeback,Generic API for ERPs to consume Payment block results,Done,100,,,Q2,Rohit Khan,,1-Jul-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-44,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-45,GL Stream,Initiative,,One Integration - Writeback,PB API for MS F&O,Done,100,,,Q3,Rohit Khan,,1-Oct-2025,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-45,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Make the tax ops engine 'utility grade',
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-46,GL Stream,Initiative,,Prism,Prism - Supporting table persistence and creation and integration with CTAI,Done,100,,,Q3,Aishwarya Viswanathan,,Dec'25,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-46,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-47,GL Stream,Initiative,,Prism,Support Report extractions from ERP via GL Stream Add-on changes to be generic enough that it can support any T-code and not specific T-code. If needs whitelisting - support multiple BAPIs. Avoid future add-on changes,Problem Solving,25,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-47,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-48,GL Stream,Initiative,,Prism,"We need to have some checks to check if mirror is out of sync - Driver table, Pseudo table, master table - sync trategy dependency Use case 1: ERP TB with SaaS TB",Problem Solving,25,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-48,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-49,GL Stream,Initiative,,Prism,Separation of Raw table persistence and transformation module,To Do,40,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-49,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-50,GL Stream,Initiative,,Prism,Pipeline registration to Prism,To Do,40,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-50,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-51,GL Stream,Initiative,,Prism,Prism Access control,Problem Solving,25,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-51,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-52,GL Stream,Initiative,,Prism,Connector marketplace,To Do,40,,,Q4,Aishwarya Viswanathan,,Feb'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-52,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-53,GL Stream,Initiative,,Prism,Build Prism capability to handle connector onboarding & access policy management etc,Problem Solving,25,,,Q4,Aishwarya Viswanathan,,Mar'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-53,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-54,GL Stream,Initiative,,Prism,"Config versioning - Extraction & Transformation config Maintain a protocol support matrix ERP version, Query Config payload version, addon version, data posting payload version, payload version , command support list, geo specific etc",To Do,40,,,,Aishwarya Viswanathan,,Mar'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-54,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-55,GL Stream,Initiative,,Prism,POC : Migration of current CCC transformation to Prism transformation,To Do,40,,,,Aishwarya Viswanathan,,Apr'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-55,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Strategic expansion,Build Data Lake,
GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-56,GL Stream,Initiative,,Prism,Transformation config on SaaS - to enable doc trace,Problem Solving,25,,,,Aishwarya Viswanathan,,Apr'26,,,Roadmap CSV,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2)-56,GL Stream Roadmap FY26 (Q2 & Q3) - Roadmap (2).csv,Usage to Success,Build Data Lake,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-1,IDT,Initiative,,GSTR-9,DBT Migration of G9 - 5th Nov,Done,100,,,Q3,Surbhi Punshi,1,,"6-Oct-2025 31 Dec, 2025",#VALUE!,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-1,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-2,IDT,Initiative,,GSTR-3B: Gov Changes,Declaration related changes in G3B,To Do,40,,,Q2,Gopinath Chimirala,1,,1-Aug-2025,30-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-2,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-3,IDT,Initiative,,Govt Changes,Include IMPG in IMS,Done,100,,,,Karthikeyan Sivaji,1,,18-Dec-2025,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-3,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt Changes,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-4,IDT,Initiative,,GIS,GIS UX Improvements phase 2 covering all the error codes in new framework,Done,100,,,Q3,Vignesh V,2,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-4,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GIS,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-5,IDT,Initiative,,GSTR-9C,Govt Changes in G9C,Done,100,,,Q3,Surbhi Punshi,2,,"1-Oct-2025 31 Dec, 2025",#VALUE!,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-5,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-6,IDT,Initiative,,GTM Initiatives,POC Dashboard v1,Done,100,,,Q3,Rajesh Raman,3,,31-Jan-2026,1-Mar-2026,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-6,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-7,IDT,Initiative,,PR Reconciliation,ISD Document Handling in 2B vs PR,Done,100,,,Q3,Yatin Kumar,3,,5-Jan-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-7,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-8,IDT,Initiative,,GIS,Downtime handling- Unscheduled,In Progress,40,,,Q2,Karthikeyan Sivaji,3,5-March-2026,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-8,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-9,IDT,Initiative,,GSTR-7,GSTR- 7 Govt updates related to Document level support,In Progress,40,,,Q2,Gopinath Chimirala,4,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-9,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',5
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-10,IDT,Initiative,,GIS,GIS S3 movement DONE Metering To Do,In Progress,40,,,Q3,Karthikeyan Sivaji,5,5-March-2026,11-Feb-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-10,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-11,IDT,Initiative,,Recon,Handle 'ITC Pending' changes in PR Recons,Done,100,,,,Karthikeyan Sivaji,6,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-11,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-12,IDT,Initiative,,GSTR-1,SR moving from Mongo to S3,In Progress,40,,,Q4,Gopinath Chimirala,6,,30-Nov-2025,30-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-12,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-13,IDT,Initiative,,EWB vs GSTR-1,Enable recon for SEZ GSTINs,Done,100,,,,Karthikeyan Sivaji,7,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-13,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-14,IDT,Initiative,,CA/SME,- Shut down Activities/ Migration Support,Done,100,,,,Yatin Kumar,7,,15-Jan-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-14,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-15,IDT,Initiative,,Reports,G1A report - 22 Nov,Done,100,,,Q2,Gopinath Chimirala,7,,1-Aug-2025,30-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-15,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-16,IDT,Initiative,,Reports,GSTR3B Report Migration,To Do,40,,,Q3,Gopinath Chimirala,8,,"5-Nov-2025 5 Feb, 2026",#VALUE!,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-16,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Reduce infra costs,3
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-17,IDT,Initiative,,IMS (Inward),Communication Primitive (Vendor View + Email Communication),In Progress,40,,,Q2,Karthikeyan Sivaji,9,31-March-2026,15-Feb-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-17,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-18,IDT,Initiative,,Form,Self Invoicing + DC,In Progress,40,,,Q2,Gopinath Chimirala,10,,TBD,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-18,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,5
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-19,IDT,Initiative,,GSTR-3B,Table- 4 Modifications as per Govt. changes,To Do,40,,,,Gopinath Chimirala,11,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-19,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-20,IDT,Initiative,,IMS (Outward),Govt Change: Inclusion of new section listing all rejected invoices (where liability gets added back to GSTR 3B),To Do,40,,,,Karthikeyan Sivaji,12,TBD,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-20,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-21,IDT,Initiative,,Recon,E-invoice vs SR recon,To Do,40,,,,Karthikeyan Sivaji,13,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-21,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-22,IDT,Initiative,,Primitives,Ingestion Abstraction (SR),In Progress,40,,,Q3,Swastika Nayak,14,,22-Dec-2025,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-22,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-23,IDT,Initiative,,Reports,Comparison Report (G1+G1A vs G3B) - 22 Nov,Done,100,,,Q2,Gopinath Chimirala,15,,"1-Jul-2025 5 Jan, 2026",#VALUE!,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-23,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-24,IDT,Initiative,,6A vs PR Recon,Error report generation for ITC action errors.,To Do,40,,,,Karthikeyan Sivaji,16,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-24,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-25,IDT,Initiative,,Recon,UX Kaizen Changes,To Do,40,,,,Karthikeyan Sivaji,17,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-25,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-26,IDT,Initiative,,GSTR-1A,Pre Upload Validations,To Do,40,,,Q3,Gopinath Chimirala,18,,22-Nov-2025,22-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-26,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',5
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-27,IDT,Initiative,,GTM Initiatives,Value Delivery Dashboard,In Progress,40,,,,Rajesh Raman,19,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-27,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,CFO Governance,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-28,IDT,Initiative,,GTM Initiatives,Exceptional Report/Transactional Intelligence Report - ITC eligibility and Reverse Charge Prediction,To Do,40,,,Q2,Swastika Nayak,20,15-Aug-2026,1-Jul-2025,30-Jul-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-28,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,1
